,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8490.983694079563
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2128.6229630765292
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2782.202722989089
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5595.845701941427
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3496.740115046305
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2579.466192654274
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2149.436823367958
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,15118.918784534571
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,873.1894182573385
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3685.3348235421868
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,4503.425738964024
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1203.2106852113775
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1835.271503916112
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,804.3825373548921
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5877.298037209639
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1393.4155824285183
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,13020.299251702305
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,798.6883052304695
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2016.293728626422
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,545.9865882549599
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1266.3621677392548
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5610.864237234613
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1797.5164993819485
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4476.653199228789
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,595.0826426135509
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,508.7452029377694
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,792.4568885513604
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,583.4672561203805
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2796.1455729667996
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1363.2278413369645
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,485.67920615129157
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,4811.699537950938
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2027.1776391871397
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,4952.026243254722
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15130.62935877124
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5849.134398197446
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4868.138365713452
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,11053.233933707914
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1788.0891269165331
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,990.3669836358487
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,708.1953167415147
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2980.486106162717
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6472.759237776078
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,805.6121136081549
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1276.4889083257838
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,5744.368887728613
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1713.9205690388758
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4441.113434009198
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1301.6157019124776
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,3818.042184868979
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1135.1207742786614
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,546.9059851469402
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3601.739099401682
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5360.582089924547
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2016.407036514687
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,464.894879870447
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,526.2404607627218
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5408.870220318937
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1871.6541736826134
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,15895.258757415388
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5789.7084701186595
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,15359.409306257316
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4460.698051288629
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4317.524179648208
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13229.295688159067
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,648.5219994733238
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,3694.138966354902
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,5809.762852759683
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,8015.4857204175105
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1081.8857179849256
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,3880.250159804687
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3123.3928064150587
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4886.7470861904685
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4726.702217815807
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3507.1499983611475
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3457.3759701413146
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3773.7601218418195
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3301.8452963639334
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2526.5986949239896
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,2138.7344855536276
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,656.4239364291521
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,828.529401758932
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,11465.856029937058
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,813.1438187284682
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1670.349986358709
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,16020.96491181088
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3174.5489722569114
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,628.9046825517431
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1130.1914619791005
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5033.217779170952
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1619.9947137723295
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,465.29312309869874
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5938.539066627092
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,7055.573692183452
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2761.872373458744
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,6286.005696623849
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,3859.6798649000016
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,709.33467621893
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1920.9871122434042
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1415.2169225909981
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14776.996398509142
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1302.9784253947064
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,928.5171696039471
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,13327.356683277516
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,699.463765866281
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6566.718244802648
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2169.42746666333
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,900.257435715946
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,3750.9278775956936
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,553.933852095456
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,7986.168179404666
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,12598.108746836928
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2602.3545643088232
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,510.6461977690195
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,15793.795636643525
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,854.2507612728556
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,630.6533438170705
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,708.5594060489911
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2747.3743457522146
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,838.3938265397343
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10911.092039894993
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,3564.8779608455943
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,391.1781067203546
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,932.0508935556272
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4288.763079726528
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,6556.409225233568
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,577.5192343727025
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,3236.337027975792
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2634.792214433294
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4264.408927498647
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3506.460570917934
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1084.6873890398576
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,8343.649901089399
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1179.7266840434227
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,13604.42302682636
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,383.3472503829707
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2322.5642841715367
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,834.7068920790563
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,16754.8505092644
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,2266.183642463236
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,5386.349639422676
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7832.468053860386
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,527.3418384629643
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,10289.90068036895
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,515.5393703149095
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,7589.227904152967
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,11750.359973321738
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,9859.715927453744
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,521.4358508567734
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,584.1206816610381
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,4525.24625545748
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,825.6677331312416
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6271.888157309799
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,12091.82350785446
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,16766.819752489897
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,13242.57850492225
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7007.058179741428
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1154.1976433096509
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,925.0449728481778
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,5892.61853443019
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1735.5157460986466
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,837.8758451486381
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3581.596731246314
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,9285.502484340946
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,7221.92962369407
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,949.2470860225823
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,16821.78501620252
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,478.2390657887928
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,883.1637535090788
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,655.8265365241132
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,16018.649310159244
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,279.11119332363137
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3489.568709205254
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1736.548464155786
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,11469.487777572127
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,15588.863295689167
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1246.1550275060495
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7354.184144165824
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14863.221475794548
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,897.0745647932458
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,574.810451525662
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,964.5364191481701
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1334.5712595442797
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,4660.320817739602
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4394.56715552577
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,6361.672430091487
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,3085.261561904492
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1592.4898884982754
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,5805.061314485646
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1384.726323041892
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7479.234834657457
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1190.9300674040044
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,4957.290218852905
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11631.710174332055
1748,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,10572.537456255945
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,4643.487259507941
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,974.7851243848677
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,8085.565213960197
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,10903.665081675157
1753,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1789.327434368762
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,3762.0270916830596
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,3508.1177083431003
1756,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,1624.0954695151258
1757,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,541.973370615461
1758,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,849.6429496377493
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4165.560945045782
1760,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,516.4975596794737
1761,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,22127.556432280406
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,980.7395729738458
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2084.1490151859975
1764,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,643.9629611159673
1765,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,7633.664019250792
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4750.6372837093495
1767,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,940.4092873248868
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,3692.7761321459507
1769,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2111.903601384149
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5051.815922439457
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2700.044788715094
1772,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,2617.256548918097
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1453.8273843843804
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,1392.5795702308594
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5168.7332888114925
1776,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,5733.7146108578645
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,6275.699400429582
1778,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1164.4680853949233
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2132.2184979404137
1780,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4743.097308486752
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,1168.4203838018639
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,3954.334084292706
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,521.8962156820463
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,1290.5081021193757
1785,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,4820.681411285014
1786,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,5197.61159159042
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1300.076850274357
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,15404.345669484988
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,1106.661265567284
1790,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,762.8541248957278
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,628.9516053590588
1792,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,1694.3869603911214
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,4475.05279373696
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,693.0317713290312
1795,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,649.3474825345264
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,5507.231615331461
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1566.2560867648997
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,4947.654741181569
1799,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,5753.076641620435
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,487.0287954489399
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,4873.665110496279
1802,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,1660.3717749869934
1803,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,1790.0840806969666
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5459.592205664109
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,805.648202234261
1806,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,3051.628249113259
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,10437.465813464773
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,614.1832088779116
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,2094.374361233067
1810,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,563.6896988013332
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4291.9231679420245
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2583.0160091361863
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,559.8501127211907
1814,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,15429.027728666322
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,2821.4509647618006
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,560.02600915359
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1725.0292219243643
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,2385.267178780309
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1660.47948500542
1820,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,540.5049030100198
1821,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,816.1447806884514
1822,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,3781.1530169581138
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4822.910058635579
1824,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3672.4468745048293
1825,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1092.0122922802261
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,451.8369355567498
1827,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,624.1397724586104
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,4310.17012879002
1829,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,3195.884193694687
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,905.1040007689767
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1279.5149220321925
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2468.9609029229955
1833,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,1870.4937993427004
1834,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,697.640768709734
1835,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,16934.47860263118
1836,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,665.075515781986
1837,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,2227.313747440663
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,1072.834481125716
1839,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,5797.573769103084
1840,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,761.69239518751
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,3603.9063669779234
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,5852.356070119374
1843,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,6210.925276116798
1844,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,2322.147193876209
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,3765.5286620870047
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,3871.835703654138
1847,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,968.1034770735816
1848,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,1240.7496421282854
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,1048.1292260601617
1850,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,761.9110768066432
1851,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,7154.646685209462
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,4129.821358725429
1853,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1243.448975083439
1854,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,622.3764559652167
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,7857.477005501964
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,889.82104321653
1857,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,710.4087489565777
